Genome	GBK	Type	Cluster_number	Contig_edge	Length	CDS_number	GBK_Path
BGC0000143	BGC0000143.1.region001.gbk	T1PKS	1	True	25809	8	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000143/BGC0000143.1.region001.gbk
BGC0000144	BGC0000144.1.region001.gbk	T1PKS,butyrolactone	2	True	122658	44	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000144/BGC0000144.1.region001.gbk
BGC0000142	BGC0000142.1.region001.gbk	T1PKS,RRE-containing	2	True	81989	25	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000142/BGC0000142.1.region001.gbk
BGC0000150	BGC0000150.1.region001.gbk	T1PKS,NRPS-like	2	True	59694	47	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000150/BGC0000150.1.region001.gbk
BGC0000147	BGC0000147.1.region001.gbk	T1PKS	1	True	67523	13	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000147/BGC0000147.1.region001.gbk
BGC0000148	BGC0000148.1.region001.gbk	T1PKS	1	True	79051	23	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000148/BGC0000148.1.region001.gbk
BGC0000151	BGC0000151.1.region001.gbk	T1PKS	1	True	146000	25	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000151/BGC0000151.1.region001.gbk
BGC0000149	BGC0000149.1.region001.gbk	T1PKS	1	True	90501	15	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000149/BGC0000149.1.region001.gbk
BGC0000154	BGC0000154.1.region001.gbk	T1PKS	1	True	32135	14	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000154/BGC0000154.1.region001.gbk
BGC0000156	BGC0000156.1.region001.gbk	T1PKS	1	True	13275	5	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000156/BGC0000156.1.region001.gbk
BGC0000157	BGC0000157.1.region001.gbk	T1PKS	1	True	70100	14	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000157/BGC0000157.1.region001.gbk
BGC0000152	BGC0000152.1.region001.gbk	T1PKS	1	True	28582	7	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000152/BGC0000152.1.region001.gbk
BGC0000153	BGC0000153.1.region001.gbk	T1PKS	1	True	66808	20	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000153/BGC0000153.1.region001.gbk
BGC0000160	BGC0000160.1.region001.gbk	T1PKS	1	True	27093	9	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000160/BGC0000160.1.region001.gbk
BGC0000159	BGC0000159.1.region001.gbk	T1PKS	1	True	94050	29	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000159/BGC0000159.1.region001.gbk
BGC0000161	BGC0000161.1.region001.gbk	T1PKS	1	True	26525	8	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000161/BGC0000161.1.region001.gbk
BGC0000158	BGC0000158.1.region001.gbk	T1PKS	1	True	78527	21	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000158/BGC0000158.1.region001.gbk
BGC0000162	BGC0000162.1.region001.gbk	other,T1PKS	2	True	106947	44	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000162/BGC0000162.1.region001.gbk
BGC0000165	BGC0000165.1.region001.gbk	T1PKS,PKS-like	2	True	82484	31	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000165/BGC0000165.1.region001.gbk
BGC0000163	BGC0000163.1.region001.gbk	T1PKS	1	False	149911	46	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000163/BGC0000163.1.region001.gbk
BGC0000164	BGC0000164.1.region001.gbk	T1PKS	1	True	113234	33	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000164/BGC0000164.1.region001.gbk
BGC0000167	BGC0000167.1.region001.gbk	T1PKS	1	True	64492	20	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000167/BGC0000167.1.region001.gbk
BGC0000172	BGC0000172.1.region001.gbk	transAT-PKS	1	True	47812	22	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000172/BGC0000172.1.region001.gbk
BGC0000170	BGC0000170.1.region001.gbk	T1PKS	1	True	23998	10	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000170/BGC0000170.1.region001.gbk
BGC0000173	BGC0000173.1.region001.gbk	transAT-PKS,T3PKS,PKS-like	3	True	67546	14	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000173/BGC0000173.1.region001.gbk
BGC0000168	BGC0000168.1.region001.gbk	T1PKS,indole	2	False	45578	18	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000168/BGC0000168.1.region001.gbk
BGC0000171	BGC0000171.1.region001.gbk	transAT-PKS	1	True	52300	30	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000171/BGC0000171.1.region001.gbk
BGC0000175	BGC0000175.1.region001.gbk	transAT-PKS,NRPS-like,lanthipeptide-class-iv	3	True	45467	18	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000175/BGC0000175.1.region001.gbk
BGC0000174	BGC0000174.1.region001.gbk	transAT-PKS-like	1	True	72988	5	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000174/BGC0000174.1.region001.gbk
BGC0000178	BGC0000178.1.region001.gbk	transAT-PKS,NRPS-like,PKS-like,T3PKS	4	True	77434	20	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000178/BGC0000178.1.region001.gbk
BGC0000177	BGC0000177.1.region001.gbk	transAT-PKS	1	True	53336	11	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000177/BGC0000177.1.region001.gbk
BGC0000176	BGC0000176.1.region001.gbk	transAT-PKS	1	True	69641	15	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000176/BGC0000176.1.region001.gbk
BGC0000180	BGC0000180.1.region001.gbk	NRPS-like,transAT-PKS-like	2	True	26866	8	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000180/BGC0000180.1.region001.gbk
BGC0000182	BGC0000182.1.region001.gbk	transAT-PKS,PKS-like,hserlactone	3	True	75137	36	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000182/BGC0000182.1.region001.gbk
BGC0000181	BGC0000181.1.region001.gbk	transAT-PKS	1	True	54840	10	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000181/BGC0000181.1.region001.gbk
BGC0000179	BGC0000179.1.region001.gbk	transAT-PKS	1	True	95797	16	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000179/BGC0000179.1.region001.gbk
BGC0000184	BGC0000184.1.region001.gbk	transAT-PKS	1	False	89999	14	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000184/BGC0000184.1.region001.gbk
BGC0000185	BGC0000185.1.region001.gbk	transAT-PKS	1	True	50247	10	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000185/BGC0000185.1.region001.gbk
BGC0000187	BGC0000187.1.region001.gbk	furan	1	False	21116	20	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000187/BGC0000187.1.region001.gbk
BGC0000186	BGC0000186.1.region001.gbk	transAT-PKS,PKS-like,NRPS	3	True	83787	18	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000186/BGC0000186.1.region001.gbk
BGC0000194	BGC0000194.1.region001.gbk	T2PKS	1	True	21283	22	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000194/BGC0000194.1.region001.gbk
BGC0000192	BGC0000192.1.region001.gbk	PKS-like,T2PKS	2	True	15155	15	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000192/BGC0000192.1.region001.gbk
BGC0000191	BGC0000191.1.region001.gbk	T2PKS,PKS-like	2	True	25883	25	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000191/BGC0000191.1.region001.gbk
BGC0000190	BGC0000190.1.region001.gbk	T2PKS	1	True	28713	29	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000190/BGC0000190.1.region001.gbk
BGC0000197	BGC0000197.1.region001.gbk	T2PKS	1	True	35936	23	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000197/BGC0000197.1.region001.gbk
BGC0000199	BGC0000199.1.region001.gbk	T2PKS,oligosaccharide	2	True	40894	37	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000199/BGC0000199.1.region001.gbk
BGC0000198	BGC0000198.1.region001.gbk	T2PKS	1	True	38025	41	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000198/BGC0000198.1.region001.gbk
BGC0000195	BGC0000195.1.region001.gbk	T2PKS	1	True	31030	32	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000195/BGC0000195.1.region001.gbk
BGC0000201	BGC0000201.1.region001.gbk	T2PKS	1	True	28528	29	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000201/BGC0000201.1.region001.gbk
BGC0000204	BGC0000204.1.region001.gbk	T2PKS	1	True	17480	12	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000204/BGC0000204.1.region001.gbk
BGC0000200	BGC0000200.1.region001.gbk	T2PKS	1	True	31965	35	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000200/BGC0000200.1.region001.gbk
BGC0000203	BGC0000203.1.region001.gbk	T2PKS	1	True	48405	42	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000203/BGC0000203.1.region001.gbk
BGC0000202	BGC0000202.1.region001.gbk	T2PKS	1	True	50393	45	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000202/BGC0000202.1.region001.gbk
BGC0000205	BGC0000205.1.region001.gbk	T3PKS,PKS-like	2	True	10111	6	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000205/BGC0000205.1.region001.gbk
BGC0000210	BGC0000210.1.region001.gbk	T2PKS,oligosaccharide	2	True	42074	36	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000210/BGC0000210.1.region001.gbk
BGC0000208	BGC0000208.1.region001.gbk	T2PKS	1	True	38745	18	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000208/BGC0000208.1.region001.gbk
BGC0000209	BGC0000209.1.region001.gbk	T2PKS	1	True	41528	35	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000209/BGC0000209.1.region001.gbk
BGC0000214	BGC0000214.1.region001.gbk	T2PKS	1	True	14080	14	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000214/BGC0000214.1.region001.gbk
BGC0000213	BGC0000213.1.region001.gbk	ladderane,furan	2	True	42970	39	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000213/BGC0000213.1.region001.gbk
BGC0000215	BGC0000215.1.region001.gbk	T2PKS	1	True	5469	7	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000215/BGC0000215.1.region001.gbk
BGC0000211	BGC0000211.1.region001.gbk	T2PKS	1	True	34654	35	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000211/BGC0000211.1.region001.gbk
BGC0000212	BGC0000212.1.region001.gbk	T2PKS,PKS-like	2	True	35117	35	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000212/BGC0000212.1.region001.gbk
BGC0000218	BGC0000218.1.region001.gbk	T2PKS	1	True	8737	9	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000218/BGC0000218.1.region001.gbk
BGC0000220	BGC0000220.1.region001.gbk	T2PKS	1	True	22511	20	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000220/BGC0000220.1.region001.gbk
BGC0000219	BGC0000219.1.region001.gbk	T2PKS	1	True	24201	25	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000219/BGC0000219.1.region001.gbk
BGC0000216	BGC0000216.1.region001.gbk	T2PKS,other	2	True	50689	38	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000216/BGC0000216.1.region001.gbk
BGC0000217	BGC0000217.1.region001.gbk	T2PKS	1	True	8089	9	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000217/BGC0000217.1.region001.gbk
BGC0000225	BGC0000225.1.region001.gbk	T2PKS	1	True	25306	22	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000225/BGC0000225.1.region001.gbk
BGC0000223	BGC0000223.1.region001.gbk	T2PKS	1	True	47958	41	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000223/BGC0000223.1.region001.gbk
BGC0000224	BGC0000224.1.region001.gbk	T2PKS	1	True	33064	33	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000224/BGC0000224.1.region001.gbk
BGC0000222	BGC0000222.1.region001.gbk	T2PKS	1	True	43026	46	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000222/BGC0000222.1.region001.gbk
BGC0000221	BGC0000221.1.region001.gbk	T2PKS	1	True	20999	25	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000221/BGC0000221.1.region001.gbk
BGC0000228	BGC0000228.1.region001.gbk	T2PKS	1	True	5820	6	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000228/BGC0000228.1.region001.gbk
BGC0000226	BGC0000226.1.region001.gbk	T2PKS	1	True	33846	27	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000226/BGC0000226.1.region001.gbk
BGC0000229	BGC0000229.1.region001.gbk	T2PKS,oligosaccharide	2	True	41909	34	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000229/BGC0000229.1.region001.gbk
BGC0000230	BGC0000230.1.region001.gbk	T2PKS	1	True	36905	33	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000230/BGC0000230.1.region001.gbk
BGC0000227	BGC0000227.1.region001.gbk	T2PKS,RRE-containing	2	True	39250	37	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000227/BGC0000227.1.region001.gbk
BGC0000234	BGC0000234.1.region001.gbk	T2PKS	1	True	7064	7	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000234/BGC0000234.1.region001.gbk
BGC0000232	BGC0000232.1.region001.gbk	T2PKS	1	True	34927	33	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000232/BGC0000232.1.region001.gbk
BGC0000233	BGC0000233.1.region001.gbk	PKS-like,T1PKS,T2PKS	3	True	45603	32	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000233/BGC0000233.1.region001.gbk
BGC0000231	BGC0000231.1.region001.gbk	T2PKS	1	True	5364	5	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000231/BGC0000231.1.region001.gbk
BGC0000235	BGC0000235.1.region001.gbk	T2PKS	1	True	21325	20	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000235/BGC0000235.1.region001.gbk
BGC0000236	BGC0000236.1.region001.gbk	T2PKS	1	True	34564	35	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000236/BGC0000236.1.region001.gbk
BGC0000237	BGC0000237.1.region001.gbk	T2PKS	1	True	12707	15	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000237/BGC0000237.1.region001.gbk
BGC0000240	BGC0000240.1.region001.gbk	T2PKS	1	True	47642	39	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000240/BGC0000240.1.region001.gbk
BGC0000238	BGC0000238.1.region001.gbk	T2PKS,butyrolactone	2	True	61508	57	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000238/BGC0000238.1.region001.gbk
BGC0000239	BGC0000239.1.region001.gbk	T2PKS,oligosaccharide	2	True	34644	32	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000239/BGC0000239.1.region001.gbk
BGC0000241	BGC0000241.1.region001.gbk	T2PKS	1	True	41854	39	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000241/BGC0000241.1.region001.gbk
BGC0000242	BGC0000242.1.region001.gbk	T2PKS	1	True	43202	46	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000242/BGC0000242.1.region001.gbk
BGC0000245	BGC0000245.1.region001.gbk	T2PKS	1	True	36202	36	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000245/BGC0000245.1.region001.gbk
BGC0000246	BGC0000246.1.region001.gbk	T2PKS	1	True	18977	18	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000246/BGC0000246.1.region001.gbk
BGC0000248	BGC0000248.1.region001.gbk	T2PKS	1	True	5500	4	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000248/BGC0000248.1.region001.gbk
BGC0000247	BGC0000247.1.region001.gbk	T2PKS,oligosaccharide	2	True	42374	35	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000247/BGC0000247.1.region001.gbk
BGC0000255	BGC0000255.1.region001.gbk	T3PKS,PKS-like	2	True	10000	8	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000255/BGC0000255.1.region001.gbk
BGC0000253	BGC0000253.1.region001.gbk	T2PKS	1	True	24720	24	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000253/BGC0000253.1.region001.gbk
BGC0000254	BGC0000254.1.region001.gbk	T2PKS	1	True	25222	20	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000254/BGC0000254.1.region001.gbk
BGC0000257	BGC0000257.1.region001.gbk	T1PKS,NRPS-like,prodigiosin	3	True	49025	24	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000257/BGC0000257.1.region001.gbk
BGC0000256	BGC0000256.1.region001.gbk	T2PKS	1	True	37100	28	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000256/BGC0000256.1.region001.gbk
BGC0000258	BGC0000258.1.region001.gbk	prodigiosin	1	True	25055	17	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000258/BGC0000258.1.region001.gbk
BGC0000261	BGC0000261.1.region001.gbk	T2PKS	1	True	17200	14	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000261/BGC0000261.1.region001.gbk
BGC0000262	BGC0000262.1.region001.gbk	T2PKS,butyrolactone,oligosaccharide	3	True	54042	48	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000262/BGC0000262.1.region001.gbk
BGC0000260	BGC0000260.1.region001.gbk	prodigiosin	1	True	31857	22	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000260/BGC0000260.1.region001.gbk
BGC0000259	BGC0000259.1.region001.gbk	prodigiosin	1	True	24834	16	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000259/BGC0000259.1.region001.gbk
BGC0000264	BGC0000264.1.region001.gbk	T2PKS	1	True	16662	18	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000264/BGC0000264.1.region001.gbk
BGC0000267	BGC0000267.1.region001.gbk	T2PKS,oligosaccharide	2	True	36648	34	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000267/BGC0000267.1.region001.gbk
BGC0000263	BGC0000263.1.region001.gbk	T2PKS	1	True	32801	35	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000263/BGC0000263.1.region001.gbk
BGC0000266	BGC0000266.1.region001.gbk	T2PKS	1	True	32634	25	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000266/BGC0000266.1.region001.gbk
BGC0000271	BGC0000271.1.region001.gbk	T2PKS	1	True	11118	12	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000271/BGC0000271.1.region001.gbk
BGC0000268	BGC0000268.1.region001.gbk	T2PKS,oligosaccharide	2	True	62454	44	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000268/BGC0000268.1.region001.gbk
BGC0000272	BGC0000272.1.region001.gbk	T2PKS	1	True	8927	7	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000272/BGC0000272.1.region001.gbk
BGC0000270	BGC0000270.1.region001.gbk	T2PKS,aminocoumarin	2	True	36379	35	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000270/BGC0000270.1.region001.gbk
BGC0000269	BGC0000269.1.region001.gbk	T2PKS,PKS-like	2	True	43343	35	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000269/BGC0000269.1.region001.gbk
BGC0000277	BGC0000277.1.region001.gbk	oligosaccharide	1	True	11790	9	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000277/BGC0000277.1.region001.gbk
BGC0000275	BGC0000275.1.region001.gbk	T2PKS	1	True	13123	12	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000275/BGC0000275.1.region001.gbk
BGC0000274	BGC0000274.1.region001.gbk	T2PKS,phenazine	2	True	34510	35	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000274/BGC0000274.1.region001.gbk
BGC0000273	BGC0000273.1.region001.gbk	T2PKS	1	True	42877	36	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000273/BGC0000273.1.region001.gbk
BGC0000281	BGC0000281.1.region001.gbk	T3PKS	1	True	8137	8	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000281/BGC0000281.1.region001.gbk
BGC0000282	BGC0000282.1.region001.gbk	T3PKS	1	True	2613	3	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000282/BGC0000282.1.region001.gbk
BGC0000283	BGC0000283.1.region001.gbk	other,nucleoside,amglyccycl,ladderane	4	True	46201	31	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000283/BGC0000283.1.region001.gbk
BGC0000280	BGC0000280.1.region001.gbk	T3PKS	1	True	6033	6	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000280/BGC0000280.1.region001.gbk
BGC0000279	BGC0000279.1.region001.gbk	T2PKS	1	True	42239	41	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000279/BGC0000279.1.region001.gbk
BGC0000285	BGC0000285.1.region001.gbk	T3PKS	1	True	11124	9	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000285/BGC0000285.1.region001.gbk
BGC0000284	BGC0000284.1.region001.gbk	T3PKS,hglE-KS	2	True	11949	4	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000284/BGC0000284.1.region001.gbk
BGC0000286	BGC0000286.1.region001.gbk	T3PKS	1	True	19462	15	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000286/BGC0000286.1.region001.gbk
BGC0000288	BGC0000288.1.region001.gbk	blactam,NRPS,other	3	False	68895	45	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000288/BGC0000288.1.region001.gbk
BGC0000287	BGC0000287.1.region001.gbk	NRPS	1	True	17400	10	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000287/BGC0000287.1.region001.gbk
BGC0000293	BGC0000293.1.region001.gbk	NRPS,indole	2	True	12765	3	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000293/BGC0000293.1.region001.gbk
BGC0000292	BGC0000292.1.region001.gbk	NRPS	1	True	27623	10	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000292/BGC0000292.1.region001.gbk
BGC0000290	BGC0000290.1.region001.gbk	NRPS,T3PKS	2	True	69301	34	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000290/BGC0000290.1.region001.gbk
BGC0000291	BGC0000291.1.region001.gbk	NRPS-like,NRPS	2	False	89580	35	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0000291/BGC0000291.1.region001.gbk
